,SEQN,Spending_on_nonfood,Spending_on_eating_out,Spending_on_carryout_deliverred,Spending_on_food
0,73557.0,1.2408288153871328e-81,1.2408288153871328e-81,0.19540229885057472,0.8045977011494253
1,73558.0,0.2049808429118774,0.038314176245210725,0.019157088122605363,0.7375478927203065
2,73559.0,0.11627906976744186,0.18604651162790697,2.510514114853036e-81,0.6976744186046512
3,73560.0,1.0184161031950996e-81,0.09433962264150944,0.05660377358490566,0.8490566037735849
4,73561.0,2.2490022278891783e-81,2.2490022278891783e-81,2.2490022278891783e-81,1.0
5,73562.0,0.2222222222222222,0.2222222222222222,1.9991130914570474e-81,0.5555555555555556
6,73563.0,0.045787545787545784,0.3663003663003663,4.9428620393168754e-82,0.5879120879120879
7,73564.0,0.13157894736842105,0.2631578947368421,7.102112298597405e-82,0.6052631578947368
8,73565.0,4.1520041130261753e-82,0.23076923076923078,0.03076923076923077,0.7384615384615385
9,73566.0,0.13559322033898305,0.03389830508474576,0.01694915254237288,0.8135593220338982
10,73567.0,0.16666666666666666,3.5984035646226855e-81,3.5984035646226855e-81,0.8333333333333334
11,73568.0,0.04043126684636118,0.0673854447439353,7.274400737107855e-82,0.8921832884097035
12,73569.0,2.698802673467014e-82,0.5,2.698802673467014e-82,0.5
13,73570.0,6.630964799673253e-82,0.2457002457002457,6.630964799673253e-82,0.7542997542997543
14,73571.0,1.5875309843923611e-81,0.29411764705882354,1.5875309843923611e-81,0.7058823529411765
15,73572.0,0.4,0.1,1.0795210693868056e-81,0.5
16,73573.0,8.304008226052351e-82,0.11538461538461539,0.11538461538461539,0.7692307692307693
17,73574.0,0.09090909090909091,0.45454545454545453,4.906913951758207e-82,0.45454545454545453
18,73575.0,0.13333333333333333,0.1111111111111111,0.17777777777777778,0.5777777777777777
19,73576.0,4.1520041130261753e-82,0.15384615384615385,0.07692307692307693,0.7692307692307693
20,73577.0,0.17391304347826086,0.13043478260869565,0.08695652173913043,0.6086956521739131
21,73578.0,5.997339274371142e-82,5.997339274371142e-82,5.997339274371142e-82,1.0
22,73579.0,6.350123937569444e-82,0.47058823529411764,6.350123937569444e-82,0.5294117647058824
23,73580.0,1.6356379839194024e-81,0.09090909090909091,1.6356379839194024e-81,0.9090909090909091
24,73581.0,8.996008911556714e-82,0.16666666666666666,8.996008911556714e-82,0.8333333333333334
25,73582.0,2.8864199716224746e-81,0.13368983957219252,0.1925133689839572,0.6737967914438503
26,73583.0,0.10869565217391304,0.21739130434782608,0.021739130434782608,0.6521739130434783
27,73584.0,5.803876717133363e-82,0.3225806451612903,5.803876717133363e-82,0.6774193548387096
28,73585.0,8.278535808181025e-82,0.015337423312883436,8.278535808181025e-82,0.9846625766871165
29,73586.0,1.349401336733507e-81,1.349401336733507e-81,1.349401336733507e-81,1.0
30,73587.0,4.1520041130261753e-82,0.11538461538461539,0.038461538461538464,0.8461538461538463
31,73588.0,7.294061279640579e-82,0.05405405405405406,7.294061279640579e-82,0.9459459459459459
32,73589.0,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.7619047619047619
33,73590.0,1.2700247875138888e-81,0.17647058823529413,1.2700247875138888e-81,0.8235294117647058
34,73591.0,0.10714285714285714,0.14285714285714285,0.03571428571428571,0.7142857142857143
35,73592.0,1.0795210693868056e-81,0.6,1.0795210693868056e-81,0.4
36,73593.0,0.09023354564755838,5.729941981883257e-82,5.729941981883257e-82,0.9097664543524416
37,73594.0,1.090425322612935e-81,0.09090909090909091,1.090425322612935e-81,0.9090909090909091
38,73595.0,0.14285714285714285,0.09523809523809523,1.0281153041779101e-81,0.7619047619047619
39,73596.0,8.996008911556714e-82,0.5,8.996008911556714e-82,0.5
40,73597.0,0.5,2.698805372272386e-85,2.698805372272386e-85,0.5
41,73598.0,,,,
42,73599.0,2.3467849334495774e-81,0.13043478260869565,0.21739130434782608,0.6521739130434783
43,73600.0,5.490951522822002e-82,0.13021363173957273,0.13021363173957273,0.7395727365208545
44,73601.0,0.043478260869565216,0.2608695652173913,0.17391304347826086,0.5217391304347826
45,73602.0,,,,
46,73603.0,0.03333333333333333,0.2222222222222222,5.997339274371142e-82,0.7444444444444445
47,73604.0,0.10996119016817593,0.2069857697283312,0.129366106080207,0.553686934023286
48,73605.0,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.6153846153846154
49,73606.0,0.0625,0.3125,3.3735033418337675e-82,0.625
50,73607.0,0.07317073170731707,0.14634146341463414,0.04878048780487805,0.7317073170731707
51,73608.0,0.12942366026289182,0.0910010111223458,5.457639380115296e-82,0.7795753286147624
52,73609.0,7.937654921961806e-82,0.11764705882352941,7.937654921961806e-82,0.8823529411764706
53,73610.0,0.047619047619047616,0.05952380952380952,0.05952380952380952,0.8333333333333334
54,73611.0,1.090425322612935e-81,0.09090909090909091,1.090425322612935e-81,0.9090909090909091
55,73612.0,0.06246351430239346,3.1509663438027017e-82,3.1509663438027017e-82,0.9375364856976066
56,73613.0,5.997339274371142e-82,0.3333333333333333,5.997339274371142e-82,0.6666666666666666
57,73614.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.7272727272727273
58,73615.0,0.2,0.2,0.2,0.4
59,73616.0,7.645333352597774e-82,0.5155807365439093,7.645333352597774e-82,0.48441926345609065
60,73617.0,8.567627534815917e-82,0.047619047619047616,8.567627534815917e-82,0.9523809523809523
61,73618.0,0.12121212121212122,3.271275967838805e-82,0.030303030303030304,0.8484848484848485
62,73619.0,4.145626226523831e-82,0.4608294930875576,0.04608294930875576,0.4930875576036866
63,73620.0,5.150386781425599e-82,0.4083969465648855,0.019083969465648856,0.5725190839694657
64,73621.0,0.08,0.24,8.636168555094445e-82,0.68
65,73622.0,0.056818181818181816,0.11363636363636363,0.03409090909090909,0.7954545454545454
66,73623.0,5.530333347268471e-82,0.32889344262295084,0.020491803278688523,0.6506147540983607
67,73624.0,0.125,6.747006683667535e-82,6.747006683667535e-82,0.875
68,73625.0,8.407484964071694e-82,8.407484964071694e-82,8.407484964071694e-82,1.0
69,73626.0,1.349401336733507e-81,1.349401336733507e-81,1.349401336733507e-81,1.0
70,73627.0,3.998226182914095e-81,3.998226182914095e-81,0.37037037037037035,0.6296296296296297
71,73628.0,0.15625,0.0625,1.6867516709168838e-81,0.78125
72,73629.0,6.11280333741113e-82,0.1392978482446206,0.14156285390713477,0.7191392978482446
73,73630.0,9.813827903516414e-82,0.09090909090909091,9.813827903516414e-82,0.9090909090909091
74,73631.0,3.998226182914095e-81,3.998226182914095e-81,3.998226182914095e-81,1.0
75,73632.0,2.2490022278891783e-81,2.2490022278891783e-81,2.2490022278891783e-81,1.0
76,73633.0,4.250082950341754e-82,0.23622047244094488,0.015748031496062992,0.7480314960629921
77,73634.0,3.5003925725901606e-82,0.5557717250324254,0.08300907911802853,0.3612191958495461
78,73635.0,6.503138972209673e-82,0.3614457831325301,0.03614457831325301,0.6024096385542168
79,73636.0,5.021028229706073e-82,0.27906976744186046,0.18604651162790697,0.5348837209302325
