,SEQN,Spending_on_nonfood,Spending_on_eating_out,Spending_on_carryout_deliverred,Spending_on_food
0,41475.0,0.08247422680412371,0.09278350515463918,1.1129083189554697e-81,0.8247422680412371
1,41476.0,4.089094959798506e-82,0.30303030303030304,0.015151515151515152,0.6818181818181818
2,41477.0,0.13793103448275862,0.06896551724137931,9.306216115403496e-82,0.7931034482758621
3,41478.0,1.741163015140009e-81,0.08064516129032258,0.04838709677419355,0.8709677419354839
4,41479.0,7.19680712924537e-82,0.2,0.06666666666666667,0.7333333333333333
5,41480.0,1.0795210693868056e-81,1.0795210693868056e-81,1.0795210693868056e-81,1.0
6,41481.0,9.998160338497716e-06,4.999080169248858e-05,0.9998150340337378,0.00012497700423122146
7,41482.0,0.09864364981504316,0.07398273736128237,0.10542540073982737,0.7219482120838472
8,41483.0,2.159042138773611e-81,0.2,2.159042138773611e-81,0.8
9,41484.0,0.12280701754385964,1.57824717746609e-81,1.57824717746609e-81,0.8771929824561403
10,41485.0,0.0499001996007984,0.07984031936127745,0.059880239520958084,0.8103792415169662
11,41486.0,0.298465829846583,0.1492329149232915,0.044630404463040445,0.5076708507670851
12,41487.0,1.1994678548742284e-81,0.3333333333333333,1.1994678548742284e-81,0.6666666666666667
13,41488.0,0.09090909090909091,0.18181818181818182,9.813827903516414e-82,0.7272727272727273
14,41489.0,9.117576599550723e-82,0.28885135135135137,0.28885135135135137,0.4222972972972973
15,41490.0,0.09090909090909091,0.22727272727272727,0.045454545454545456,0.6363636363636364
16,41491.0,6.54255193567761e-82,0.030303030303030304,0.12121212121212122,0.8484848484848485
17,41492.0,1.0795210693868056e-81,1.0795210693868056e-81,1.0795210693868056e-81,1.0
18,41493.0,2.698802673467014e-81,2.698802673467014e-81,2.698802673467014e-81,1.0
19,41494.0,1.0816844382633322e-81,0.21442885771543085,0.10020040080160321,0.685370741482966
20,41495.0,0.07547169811320754,0.09433962264150944,5.092080515975498e-82,0.8301886792452831
21,41496.0,0.19718309859154928,2.5340870173399193e-81,2.5340870173399193e-81,0.8028169014084507
22,41497.0,6.747006683667535e-82,0.25,6.747006683667535e-82,0.75
23,41498.0,0.1276595744680851,5.742133347802157e-82,0.1276595744680851,0.7446808510638298
24,41499.0,0.4217016029593095,0.10480887792848335,6.65549364603456e-82,0.47348951911220716
25,41500.0,0.1111111111111111,1.1994678548742284e-81,1.1994678548742284e-81,0.8888888888888888
26,41501.0,2.620196770356324e-81,0.8300970873786407,0.024271844660194174,0.14563106796116504
27,41502.0,1.7992017823113427e-81,0.16666666666666666,1.7992017823113427e-81,0.8333333333333334
28,41503.0,,,,
29,41504.0,0.14018691588785046,0.18691588785046728,0.14953271028037382,0.5233644859813084
30,41505.0,0.03571428571428571,0.26785714285714285,9.638580976667907e-82,0.6964285714285714
31,41506.0,9.9038630218973e-82,0.22935779816513763,9.9038630218973e-82,0.7706422018348624
32,41507.0,0.04608294930875576,0.4608294930875576,0.11059907834101383,0.3824884792626728
33,41508.0,5.397605346934028e-82,0.3,0.2,0.5
34,41509.0,0.9994163402736205,5.394460376534508e-85,6.995921377836721e-05,0.0005137005126011535
35,41510.0,3.8554323906671627e-81,0.2857142857142857,3.8554323906671627e-81,0.7142857142857143
36,41511.0,5.0729373561410034e-82,0.20112781954887218,5.0729373561410034e-82,0.7988721804511278
37,41512.0,0.18518518518518517,0.19753086419753085,1.665927576214206e-81,0.6172839506172839
38,41513.0,6.671947276803495e-82,0.37082818294190356,0.07292954264524104,0.5562422744128553
39,41514.0,0.07407407407407407,0.1111111111111111,0.07407407407407407,0.7407407407407407
40,41515.0,0.125,0.125,1.349401336733507e-81,0.75
41,41516.0,0.9997060861167678,4.3987111776249556e-05,5.396024311810667e-85,0.0002499267714559634
42,41517.0,7.710864781334326e-82,0.2857142857142857,0.14285714285714285,0.5714285714285714
43,41518.0,0.1059850374064838,0.12468827930174564,0.04987531172069826,0.7194513715710723
44,41519.0,0.12,4.318084277547222e-81,4.318084277547222e-81,0.88
45,41520.0,5.240393540712648e-82,0.2912621359223301,0.07766990291262135,0.6310679611650486
46,41521.0,8.304008226052351e-82,0.15384615384615385,0.07692307692307693,0.7692307692307693
47,41522.0,0.044444444444444446,0.06666666666666667,1.1994678548742284e-81,0.8888888888888888
48,41523.0,0.08771929824561403,0.23391812865497075,0.23391812865497075,0.4444444444444444
49,41524.0,6.574427949980545e-82,6.574427949980545e-82,6.574427949980545e-82,1.0
50,41525.0,0.09615384615384616,0.09615384615384616,0.038461538461538464,0.7692307692307692
51,41526.0,2.4534569758791035e-81,0.22727272727272727,2.4534569758791035e-81,0.7727272727272727
52,41527.0,9.813827903516414e-82,0.09090909090909091,9.813827903516414e-82,0.9090909090909091
53,41528.0,1.0380010282565439e-81,0.038461538461538464,1.0380010282565439e-81,0.9615384615384616
54,41529.0,0.08634222919937205,0.3139717425431711,0.07849293563579278,0.521193092621664
55,41530.0,0.11777655476059438,0.09631260319207485,2.9706138398095915e-82,0.7859108420473307
56,41531.0,1.1733924667247887e-81,0.2391304347826087,1.1733924667247887e-81,0.7608695652173914
57,41532.0,8.304008226052351e-82,0.23076923076923078,8.304008226052351e-82,0.7692307692307693
58,41533.0,0.075,1.349401336733507e-81,0.05,0.875
59,41534.0,1.412985692914667e-81,0.10471204188481675,1.412985692914667e-81,0.8952879581151832
60,41535.0,4.4980044557783565e-81,4.4980044557783565e-81,0.16666666666666666,0.8333333333333334
61,41536.0,0.14925373134328357,0.11940298507462686,0.05970149253731343,0.6716417910447761
62,41537.0,0.3003508771929825,0.07017543859649122,3.787793225918616e-82,0.6294736842105263
63,41538.0,1.2851441302223877e-81,0.7142857142857143,0.23809523809523808,0.047619047619047616
64,41539.0,0.13793103448275862,0.1724137931034483,1.8612432230806992e-81,0.6896551724137931
65,41540.0,6.261723140294696e-82,0.04640371229698376,0.025522041763341066,0.9280742459396751
66,41541.0,0.09058740268931352,0.6065109695682944,3.8199613212555047e-82,0.3029016277423921
67,41542.0,0.0935412026726058,1.2021392754864204e-81,1.2021392754864204e-81,0.9064587973273943
68,41543.0,1.0795210693868056e-81,0.4,1.0795210693868056e-81,0.6
69,41544.0,5.390683709051606e-85,0.9987166478241938,5.390683709051606e-85,0.0012833521758062647
70,41545.0,1.349401336733507e-81,0.25,1.349401336733507e-81,0.75
71,41546.0,0.05585106382978723,0.26595744680851063,0.03324468085106383,0.6449468085106383
72,41547.0,0.2137150466045273,0.03994673768308921,3.5936120818468897e-82,0.7463382157123835
73,41548.0,7.710864781334326e-82,0.2857142857142857,7.710864781334326e-82,0.7142857142857142
